City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,margate,51.3813,1.3862,53.87,87,94,5.99,GB,1683697840
363,retreat,38.8245,-85.8533,56.35,89,2,6.51,US,1683697841
364,merizo village,13.2658,144.6691,88.36,85,70,8.43,GU,1683697841
365,kununurra,-15.7667,128.7333,82.38,21,98,10.36,AU,1683697740
366,taoudenni,22.6783,-3.9836,83.7,16,99,7.67,ML,1683697841
367,camargo,27.6667,-105.1667,70.34,10,87,10.16,MX,1683697841
368,jiazi,22.8779,116.067,75.65,62,55,16.2,CN,1683697841
369,al fahahil,29.0825,48.1303,88.83,42,2,15.39,KW,1683697841
370,bel ombre,-4.6167,55.4167,85.84,70,20,11.5,SC,1683697842
371,panama city beach,30.1766,-85.8055,74.08,85,0,1.99,US,1683697607
372,selfoss,63.9331,-20.9971,48.04,92,100,4.32,IS,1683697842
373,palikir - national government center,6.9248,158.1611,84.94,74,100,3.44,FM,1683697842
374,vila franca do campo,37.7167,-25.4333,64.81,96,95,5.66,PT,1683697842
375,garissa,-0.4536,39.6401,81.21,65,84,17.09,KE,1683697842
376,mitu,1.1983,-70.1733,72.09,99,100,2.33,CO,1683697842
377,kayangel,8.0823,134.7173,84.31,70,29,1.86,PW,1683697842
378,wegrow,52.3995,22.0163,50.45,62,13,11.12,PL,1683697842
379,haiku-pauwela,20.9219,-156.3051,74.05,62,20,12.66,US,1683697843
380,arawa,-6.2132,155.5367,83.71,82,100,3.91,PG,1683697843
381,saint-denis,48.9167,2.3333,52.09,92,75,9.22,FR,1683697843
382,cill airne,52.05,-9.5167,49.93,92,96,12.88,IE,1683697843
383,genoa,44.4129,8.9573,63.34,94,75,2.3,IT,1683697843
384,aldinga beach,-35.2793,138.4604,67.42,68,12,3.04,AU,1683697843
385,ati,13.2154,18.3353,89.82,20,93,12.71,TD,1683697843
386,miguel alves,-4.1656,-42.8953,71.92,92,36,2.59,BR,1683697844
387,zuwarah,32.9312,12.082,65.93,76,7,19.98,LY,1683697844
388,choyr,46.3611,108.3611,60.78,29,100,14.29,MN,1683697844
389,arkhangel'sk,64.5401,40.5433,44.37,80,100,4.38,RU,1683697844
390,saipan,15.1355,145.701,88.5,100,20,12.66,MP,1683697844
391,port augusta,-32.5,137.7667,68.31,37,0,5.03,AU,1683697844
392,safidon,29.4167,76.6667,95.81,10,0,10.54,IN,1683697844
393,guerrero negro,27.9769,-114.0611,58.14,84,0,17.72,MX,1683697844
394,polyarnyy,69.1989,33.4478,36.68,100,100,7.49,RU,1683697845
395,tazacorte,28.629,-17.9293,67.17,77,0,18.41,ES,1683697845
396,saposoa,-6.934,-76.7716,68.41,99,99,1.23,PE,1683697845
397,le puy-en-velay,45.0437,3.8852,45.21,82,69,9.24,FR,1683697845
398,kargil,34.5667,76.1,35.17,41,0,2.24,IN,1683697845
399,maisi,43.0395,41.2621,56.07,75,100,4.27,GE,1683697845
400,port douglas,-16.4833,145.4667,74.71,62,67,16.24,AU,1683697845
401,nanao,37.05,136.9667,74.26,51,23,8.5,JP,1683697845
402,uacu cungo,-11.3634,15.1208,57.74,70,0,3.36,AO,1683697845
403,necochea,-38.5473,-58.7368,54.55,75,41,11.81,AR,1683697846
404,callao,-12.0667,-77.15,69.71,88,100,10.36,PE,1683697646
405,brokopondo,4.75,-55.1667,75.67,91,100,6.85,SR,1683697846
406,beyneu,45.3167,55.2,74.48,42,64,13.02,KZ,1683697846
407,campana,-34.1687,-58.9591,52.05,88,74,4.18,AR,1683697846
408,leh,34.1667,77.5833,36.37,22,3,4.61,IN,1683697620
409,las khorey,11.1595,48.1967,86.31,61,83,6.38,SO,1683697846
410,george town,5.4112,100.3354,93.13,66,20,10.36,MY,1683697649
411,wotho,10.1657,166.0102,81.16,84,97,13.15,MH,1683697846
412,vanimo,-2.6741,141.3028,84.58,76,63,7.38,PG,1683697847
413,belmonte,-15.8631,-38.8828,73.96,86,35,7.81,BR,1683697847
414,opuwo,-18.0607,13.84,67.3,35,0,5.59,,1683697847
415,pimentel,-6.8367,-79.9342,75.49,78,0,13.8,PE,1683697847
416,sheksna,59.21,38.5107,55.36,51,95,4.47,RU,1683697847
417,stung treng,13.5259,105.9683,98.62,39,32,1.5,KH,1683697847
418,bengkulu,-3.8004,102.2655,85.75,69,32,9.66,ID,1683697847
419,prince george,53.9166,-122.753,53.04,62,100,9.22,CA,1683697616
420,roccella ionica,38.322,16.4009,62.29,85,87,1.86,IT,1683697848
421,inarajan village,13.2736,144.7484,88.77,85,73,8.63,GU,1683697848
422,shitanjing,39.2342,106.3439,62.02,21,100,12.24,CN,1683697848
423,flin flon,54.7682,-101.865,48.07,88,46,4.47,CA,1683697848
424,carrollton,32.9537,-96.8903,76.93,76,40,6.91,US,1683697845
425,coruripe,-10.1256,-36.1756,74.86,83,11,1.61,BR,1683697848
426,labytnangi,66.6572,66.4183,31.59,90,91,1.97,RU,1683697848
427,butembo,0.15,29.2833,59.86,99,98,0.96,CD,1683697849
428,akita,39.7167,140.1167,61.74,67,75,17.27,JP,1683697702
429,bardai,11.65,7.2333,78.04,46,68,11.83,NG,1683697849
430,birjand,32.8663,59.2211,82.87,6,100,0.0,IR,1683697849
431,kolonia,50.9333,6.95,56.97,92,100,8.05,DE,1683697566
432,zhaotong,27.3167,103.7167,54.61,81,100,8.88,CN,1683697849
433,lae,-6.7221,146.9847,83.66,74,70,7.74,PG,1683697849
434,sao vicente,-23.9631,-46.3919,75.38,26,100,6.8,BR,1683697849
435,zeya,53.75,127.2667,57.25,41,66,3.58,RU,1683697849
436,ritchie,-29.038,24.6028,47.41,50,0,4.63,ZA,1683697850
437,canton,23.1167,113.25,80.55,55,92,5.55,CN,1683697559
438,tonosho,34.4833,134.1833,77.88,67,78,7.7,JP,1683697850
439,severo-yeniseyskiy,60.3725,93.0408,35.29,50,99,7.45,RU,1683697850
440,iranduba,-3.2847,-60.1861,79.09,97,99,1.57,BR,1683697850
441,kharovsk,59.9642,40.1912,53.78,45,96,3.58,RU,1683697850
442,velingrad,42.0272,23.9957,41.88,99,100,2.95,BG,1683697850
443,semenivka,52.1783,32.5818,48.63,58,49,8.14,UA,1683697850
444,vorkuta,67.5,64.0,30.15,93,99,7.72,RU,1683697851
445,dakhla,23.6848,-15.958,64.8,95,7,10.74,EH,1683697851
446,yamada,39.4667,141.95,58.33,57,27,6.06,JP,1683697851
447,celestun,20.8667,-90.4,83.53,64,8,15.08,MX,1683697851
448,tataouine,32.9297,10.4518,61.38,77,6,9.82,TN,1683697851
449,kontcha,7.9667,12.2333,78.37,63,100,3.71,CM,1683697851
450,winona,43.9666,-91.7668,58.8,93,0,0.0,US,1683697851
451,aosta,45.7667,7.4167,45.37,61,93,8.05,IT,1683697852
452,regeneracao,-6.2378,-42.6883,71.47,70,9,2.57,BR,1683697852
453,twante,16.7167,95.9333,93.33,48,100,13.44,MM,1683697852
454,zhoucheng,35.9122,116.3117,81.0,23,100,3.0,CN,1683697852
455,dahlonega,34.5326,-83.9849,67.39,92,1,4.61,US,1683697720
456,tadine,-21.55,167.8833,73.56,66,67,13.62,NC,1683697852
457,malango,-2.9627,119.9001,75.74,93,72,1.32,ID,1683697852
458,hassi messaoud,31.6804,6.0729,66.06,48,0,3.44,DZ,1683697852
459,kimberley,-28.7323,24.7623,46.09,87,0,0.0,ZA,1683697853
460,fortuna,40.5982,-124.1573,50.99,94,75,0.0,US,1683697853
461,banda aceh,5.5577,95.3222,89.11,57,71,11.36,ID,1683697853
462,hovd,48.0056,91.6419,61.0,25,15,4.85,MN,1683697853
463,magadan,59.5667,150.8,47.53,76,35,6.06,RU,1683697712
464,ina,35.8276,137.9538,74.46,31,55,2.89,JP,1683697853
465,san patricio,28.017,-97.5169,80.46,88,81,11.36,US,1683697853
466,houghton,47.1219,-88.569,51.78,58,0,5.75,US,1683697736
467,pangoa,-12.1167,-73.0,67.66,91,100,1.7,PE,1683697853
468,miracema do tocantins,-9.5618,-48.3967,74.35,75,64,1.79,BR,1683697854
469,ad dilam,23.9915,47.1627,93.61,10,23,14.7,SA,1683697854
470,eaglehawk,-36.7333,144.25,63.57,50,0,1.99,AU,1683697854
471,carutapera,-1.195,-46.02,75.76,93,97,4.34,BR,1683697854
472,jutai,-5.1833,-68.9,70.77,100,99,2.33,BR,1683697854
473,mount hagen,-5.8581,144.2274,77.76,53,40,9.22,PG,1683697854
474,fortaleza,-3.7227,-38.5247,80.73,83,40,6.91,BR,1683697800
475,torghay,49.6339,63.4981,79.3,26,99,9.51,KZ,1683697854
476,khandyga,62.6667,135.6,44.71,44,98,9.08,RU,1683697854
477,korla,41.7597,86.1469,71.24,17,0,4.25,CN,1683697855
478,yichang,30.7144,111.2847,60.94,89,100,1.59,CN,1683697855
479,ulysses,37.5814,-101.3552,64.69,72,0,27.63,US,1683697855
480,tralee,52.2704,-9.7026,50.52,91,95,17.34,IE,1683697855
481,kotido,2.9806,34.1331,69.98,80,97,5.64,UG,1683697855
482,xinzhou,38.4092,112.7333,69.48,29,99,4.41,CN,1683697855
483,nabire,-3.3667,135.4833,84.96,73,98,4.0,ID,1683697855
484,slave lake,55.2834,-114.769,55.38,67,100,4.61,CA,1683697856
485,rundu,-17.9333,19.7667,62.19,39,0,3.42,,1683697856
486,sao domingos do maranhao,-5.5758,-44.3853,70.86,80,33,3.44,BR,1683697856
487,haymana,39.4321,32.4973,54.0,68,89,2.21,TR,1683697856
488,amursk,50.2261,136.8994,52.07,36,98,10.31,RU,1683697856
489,clear lake,43.138,-93.3794,58.86,80,0,9.22,US,1683697720
490,markovo,57.3206,107.0881,43.3,92,100,8.41,RU,1683697856
491,tremonton,41.7119,-112.1655,58.66,33,0,5.75,US,1683697792
492,poso,-1.3959,120.7524,85.03,76,74,3.71,ID,1683697857
493,portland,45.5234,-122.6762,55.15,77,4,1.99,US,1683697845
494,nogliki,51.8333,143.1667,33.87,91,100,10.22,RU,1683697857
495,pisco,-13.7,-76.2167,68.05,83,100,6.91,PE,1683697857
496,barano d'ischia,40.718,13.9309,62.2,92,99,4.0,IT,1683697857
497,sao joao da barra,-21.6403,-41.0511,73.09,85,92,3.91,BR,1683697857
498,bodo,67.28,14.405,50.04,78,75,2.3,NO,1683697857
499,solleftea,63.1667,17.2667,55.8,52,100,6.35,SE,1683697857
500,banjarmasin,-3.3244,114.591,84.34,55,93,3.2,ID,1683697857
501,sheldon,43.1811,-95.8561,58.1,92,0,6.91,US,1683697858
502,birao,10.2849,22.7882,86.16,45,99,9.06,CF,1683697858
503,mwene-ditu,-7.0,23.45,66.76,80,100,3.58,CD,1683697858
504,egremont,54.4794,-3.5276,51.48,94,64,7.63,GB,1683697858
505,chokwe,-24.5333,32.9833,68.27,71,1,5.53,MZ,1683697858
506,maroua,10.591,14.3159,88.56,14,95,5.39,CM,1683697858
507,broome,42.2506,-75.833,44.65,74,0,1.99,US,1683697859
508,istaravshan,39.9142,69.0033,77.07,22,1,9.08,TJ,1683697859
509,rongelap,11.1635,166.8941,81.64,83,96,16.2,MH,1683697859
510,bochum-hordel,51.5017,7.1756,56.75,95,100,3.0,DE,1683697859
511,san luis ixcan,15.7872,-91.095,77.2,66,87,2.48,GT,1683697859
512,port sudan,19.6175,37.2164,82.24,43,9,8.52,SD,1683697859
513,kiunga,-6.1219,141.2906,83.98,87,88,3.47,PG,1683697859
514,barclayville,4.6797,-8.2339,78.04,90,100,2.21,LR,1683697859
515,badger,64.8,-147.5333,55.31,32,20,6.91,US,1683697859
516,illizi,26.4833,8.4667,60.6,39,38,0.65,DZ,1683697860
517,dabou,5.3256,-4.3769,80.74,84,100,5.37,CI,1683697860
518,constitucion,-35.3333,-72.4167,56.26,58,87,6.2,CL,1683697856
519,crane,31.3974,-102.3501,72.16,61,75,22.93,US,1683697860
520,tuy hoa,13.0833,109.3,86.13,67,97,8.9,VN,1683697860
521,khvoynaya,58.9,34.5333,56.32,44,62,2.66,RU,1683697860
522,mongoumba,3.6415,18.5936,73.51,81,100,3.18,CF,1683697860
523,tarawa,1.419,172.984,87.89,74,75,5.75,KI,1683697860
524,zalishchyky,48.6447,25.7339,47.73,73,6,6.93,UA,1683697861
525,marat,25.0701,45.4615,89.56,13,56,4.9,SA,1683697861
526,san juan de miraflores,-12.1629,-76.9635,68.16,89,88,7.38,PE,1683697861
527,savanna-la-mar,18.219,-78.1332,82.35,85,65,1.16,JM,1683697861
528,conception bay south,47.4999,-52.9981,36.7,83,36,25.46,CA,1683697750
529,timimoun,29.2639,0.231,68.38,18,0,2.3,DZ,1683697861
530,ulsteinvik,62.3432,5.8487,54.91,89,100,0.98,NO,1683697861
531,tolanaro,-25.0319,46.9987,73.47,88,20,6.91,MG,1683697862
532,kovdor,67.5662,30.4758,37.51,100,100,4.12,RU,1683697862
533,gebeit,21.0667,36.3167,80.53,19,4,6.24,SD,1683697862
534,vilyuysk,63.7553,121.6247,41.32,86,100,10.09,RU,1683697862
535,kegeyli shahar,42.7767,59.6078,82.49,18,100,11.7,UZ,1683697862
536,guarapari,-20.6667,-40.4975,69.89,90,88,4.16,BR,1683697862
537,bridgewater,44.3835,-64.5155,40.68,83,32,4.61,CA,1683697862
538,sanger,36.708,-119.556,63.97,68,0,17.27,US,1683697862
539,harstad,68.799,16.5293,48.61,79,97,13.0,NO,1683697863
540,lake city,30.1897,-82.6393,71.65,94,0,3.44,US,1683697600
541,mata-utu,-13.2816,-176.1745,83.01,77,4,9.66,WF,1683697863
542,lubuklinggau,-3.3,102.8667,89.62,54,42,3.96,ID,1683697863
